Temperature,Stage,Development_Time,Switch,Temp1,Temp2,Switch_Stage,Switch_Times,End_Time,Start_Time,Exact_Switch_Time
28.0,20,30.68302452998796,True,28.0,26.0,15.0,16.38005019054981,2024-11-29 15:30:00,2024-11-28 08:49:01.111692,2024-11-29 01:11:49.292378
28.0,20,30.14185145803458,True,28.0,26.0,16.0,19.195822549445438,2024-11-29 15:30:00,2024-11-28 09:21:29.334751,2024-11-29 04:33:14.295929
28.0,20,28.42538271477133,True,28.0,26.0,17.0,21.881269211160543,2024-11-29 15:30:00,2024-11-28 11:04:28.622227,2024-11-29 08:57:21.191387
28.0,20,29.854190408803333,True,28.0,26.0,18.0,24.0034132429937,2024-11-29 15:30:00,2024-11-28 09:38:44.914528,2024-11-29 09:38:57.202203
28.0,20,30.645838002941673,True,28.0,26.0,19.0,26.088009417973808,2024-11-29 15:30:00,2024-11-28 08:51:14.983189,2024-11-29 10:56:31.817094
28.0,30,81.15355436673377,True,28.0,26.0,0.0,0.0,2024-11-29 15:30:00,2024-11-26 06:20:47.204280,2024-11-26 06:20:47.204280
28.0,30,81.20442902771862,True,28.0,26.0,1.0,0.18202412902610376,2024-11-29 15:30:00,2024-11-26 06:17:44.055500,2024-11-26 06:28:39.342364
28.0,30,81.20566919784284,True,28.0,26.0,2.0,0.54856747238955,2024-11-29 15:30:00,2024-11-26 06:17:39.590888,2024-11-26 06:50:34.433789
28.0,30,81.09633613200964,True,28.0,26.0,3.0,1.0195798580971314,2024-11-29 15:30:00,2024-11-26 06:24:13.189925,2024-11-26 07:25:23.677414
28.0,30,80.92994537439478,True,28.0,26.0,4.0,1.5318241665590904,2024-11-29 15:30:00,2024-11-26 06:34:12.196652,2024-11-26 08:06:06.763652
28.0,30,80.8641470484286,True,28.0,26.0,5.0,2.0390995148118236,2024-11-29 15:30:00,2024-11-26 06:38:09.070626,2024-11-26 08:40:29.828879
28.0,30,80.79619182497078,True,28.0,26.0,6.0,2.5494451535341796,2024-11-29 15:30:00,2024-11-26 06:42:13.709430,2024-11-26 09:15:11.711983
28.0,30,80.73405483453786,True,28.0,26.0,7.0,3.105171019284171,2024-11-29 15:30:00,2024-11-26 06:45:57.402596,2024-11-26 09:52:16.018265
28.0,30,80.9304046065659,True,28.0,26.0,8.0,3.8033973154815612,2024-11-29 15:30:00,2024-11-26 06:34:10.543416,2024-11-26 10:22:22.773752
28.0,30,80.62448914008525,True,28.0,26.0,9.0,4.7607916217748425,2024-11-29 15:30:00,2024-11-26 06:52:31.839096,2024-11-26 11:38:10.688934
28.0,30,80.70681021070737,True,28.0,26.0,10.0,6.007210265517642,2024-11-29 15:30:00,2024-11-26 06:47:35.483241,2024-11-26 12:48:01.440197
28.0,30,80.45578232935765,True,28.0,26.0,11.0,7.581992137471389,2024-11-29 15:30:00,2024-11-26 07:02:39.183614,2024-11-26 14:37:34.355309
28.0,30,80.38727336825428,True,28.0,26.0,12.0,9.486501450213837,2024-11-29 15:30:00,2024-11-26 07:06:45.815874,2024-11-26 16:35:57.221095
28.0,30,79.67835536855233,True,28.0,26.0,13.0,11.623765060096048,2024-11-29 15:30:00,2024-11-26 07:49:17.920673,2024-11-26 19:26:43.474889
28.0,30,80.08607699266173,True,28.0,26.0,14.0,13.874025173383416,2024-11-29 15:30:00,2024-11-26 07:24:50.122826,2024-11-26 21:17:16.613450
28.0,30,80.03338347009736,True,28.0,26.0,15.0,16.38005019054981,2024-11-29 15:30:00,2024-11-26 07:27:59.819508,2024-11-26 23:50:48.000194
28.0,30,79.49221039814398,True,28.0,26.0,16.0,19.195822549445438,2024-11-29 15:30:00,2024-11-26 08:00:28.042567,2024-11-27 03:12:13.003745
28.0,30,77.77574165488073,True,28.0,26.0,17.0,21.881269211160543,2024-11-29 15:30:00,2024-11-26 09:43:27.330042,2024-11-27 07:36:19.899202
28.0,30,79.20454934891274,True,28.0,26.0,18.0,24.0034132429937,2024-11-29 15:30:00,2024-11-26 08:17:43.622344,2024-11-27 08:17:55.910019
28.0,30,79.99619694305107,True,28.0,26.0,19.0,26.088009417973808,2024-11-29 15:30:00,2024-11-26 07:30:13.691005,2024-11-27 09:35:30.524910
28.0,30,77.96118152520609,True,28.0,26.0,20.0,28.610822585096685,2024-11-29 15:30:00,2024-11-26 09:32:19.746509,2024-11-27 14:08:58.707815
28.0,30,78.7189485468785,True,28.0,26.0,21.0,31.30643570150096,2024-11-29 15:30:00,2024-11-26 08:46:51.785231,2024-11-27 16:05:14.953756
28.0,30,77.1568154488719,True,28.0,26.0,22.0,34.140659848177165,2024-11-29 15:30:00,2024-11-26 10:20:35.464384,2024-11-27 20:29:01.839837
28.0,30,77.05358129504799,True,28.0,26.0,23.0,36.985621041731974,2024-11-29 15:30:00,2024-11-26 10:26:47.107338,2024-11-27 23:25:55.343088
28.0,30,77.59011672196954,True,28.0,26.0,24.0,40.097298862192474,2024-11-29 15:30:00,2024-11-26 09:54:35.579801,2024-11-28 02:00:25.855705
28.0,30,74.56231967173568,True,28.0,26.0,25.0,43.71431284526807,2024-11-29 15:30:00,2024-11-26 12:56:15.649182,2024-11-28 08:39:07.175425
28.0,30,74.69606658227946,True,28.0,26.0,26.0,47.43429591193444,2024-11-29 15:30:00,2024-11-26 12:48:14.160304,2024-11-28 12:14:17.625587
28.0,30,74.61534592911227,True,28.0,26.0,27.0,51.56469058274479,2024-11-29 15:30:00,2024-11-26 12:53:04.754655,2024-11-28 16:26:57.640753
28.0,30,74.55778034247334,True,28.0,26.0,28.0,56.945559633111316,2024-11-29 15:30:00,2024-11-26 12:56:31.990767,2024-11-28 21:53:16.005446
28.0,30,70.19560601420699,True,28.0,26.0,29.0,63.693216029530845,2024-11-29 15:30:00,2024-11-26 17:18:15.818349,2024-11-29 08:59:51.396055
28.0,40,240.32866442142495,True,28.0,26.0,0.0,0.0,2024-11-29 15:30:00,2024-11-19 15:10:16.808083,2024-11-19 15:10:16.808083
